"MAIN STORE LINK","DESIGNER NAME","PRICE RANGE","CATEGORY","WEBSITE","INSTAGRAM URL","STORE 1","STORE 2 ","STORE 3 ","STORE 4 ","STORE 5 ","STORE 6","STORE 7","STORE 8","STORE 9","STORE 10","STORE 11","STORE 12","STORE 13","STORE 14","IMAGE 1","IMAGE 2","IMAGE 3","IMAGE 4","IMAGE 5","IMAGE 6","categories"
"https://www.perniaspopupshop.com/designers/naushad-ali","Naushad Ali","","Women","https://www.naushadali.in/","https://www.instagram.com/_naushadali_/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/a/NAUS112123_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAUS112122_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAUS112121_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAUS112119_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAUS112112_1.jpg?impolicy=listingimagedesktop","",""
"https://www.perniaspopupshop.com/designers/nikasha-kidswear","Nikasha Kidswear","3500-16000","Kids","https://nikasha.com/","https://www.instagram.com/nikasha_official/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/i/NIKD092212_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NIKD092211_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NIKD092210_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NIKD092207_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NIKD092206_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NIKD092205_1.jpg?impolicy=listingimagedesktop","Kurta Set, Top, Capes, Dresses, Midi Dress, Anarkali Set, Kaftan, Kurta, Tunic Set"
"https://www.perniaspopupshop.com/designers/naushad-ali-men","Naushad Ali Men","","Men","https://www.naushadali.in/","","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/a/NAMC112128_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAMC112127_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAMC112126_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAMC112125_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAMC112122_1.jpg?impolicy=listingimagedesktop","",""
"https://www.perniaspopupshop.com/designers/neitri","Neitri","5400-156000","Women","https://neitri.in/","https://www.instagram.com/neitri_banarasi/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/e/NEITR032315_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/e/NEITR032314_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/e/NEITR032321_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/e/NEITR032319_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/e/NEITR032318_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/e/NEITR032324_1.jpg?impolicy=listingimagedesktop","Sarees, Silk Saree, Embroidered Saree, Pant Saree, Cocktail Saree, Blouse, Pre Stitched Saree, Co-Ord Set, Lehenga, Traditional Lehenga, Banarasi Saree, Drape Saree, Jumpsuits, Printed Saree"
"https://www.perniaspopupshop.com/designers/navyassa","Navyassa","1200-6500","Kids","https://navyasabyliva.in/","https://www.instagram.com/navyasabyliva","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/a/NAVSSA122101_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAVSSA082239_2.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAVSSA082213_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAVSSA022252_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAVSSA082215_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAVSSA122103_1.jpg?impolicy=listingimagedesktop","Lehenga, Kurta Set, Printed Lehenga, Shirt, Cocktail Lehenga, Dresses, Sharara Set, Kaftan, Skirt Set, Evening Dress, Anarkali Set, Dhoti Set, Embroidered Lehenga, Frock, Jumpsuits, Kurta, Nehru Jacket, Pant, Pant Set, Printed Dress, Top"
"https://www.perniaspopupshop.com/designers/nakateki","Nakateki","9000-22000","Women","https://nakateki.com/","https://nakateki.com/www.instagram.com/nakateki/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/a/NAKT082261_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAKT082262_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAKT082259_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAKT082256_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAKT082253_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAKT082252_1.jpg?impolicy=listingimagedesktop","Dresses, Shirt, Co-Ord Set, Mini Dress, Knee Length Dress, Pant Set"
"https://www.perniaspopupshop.com/designers/now-with-prachi","NOW WITH PRACHI","8400-175000","Women","","https://www.instagram.com/nowwithprachi/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/o/NOWP102355_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/o/NOWP102354_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/o/NOWP102352_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/o/NOWP102349_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/o/NOWP102343_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/o/NOWP102342_1.jpg?impolicy=listingimagedesktop","Kurta Set, Co-Ord Set, Dresses, Sarees, Embroidered Saree, Knee Length Dress, Tunic Set, Printed Dress, Shirt, Jacket Set, Jacket, Skirt Set, Boho Dress, Dhoti Set, Jumpsuits, Top, Lehenga, Anarkali Set, Jacket Dress, Dupatta, Belts, Capes, Cocktail Saree, Mini Dress, Pant, Pant Set, Straight Pants, Traditional Lehenga, Tunics, Embroidered Lehenga, Maxi Dress, Midi Dress, Sharara Set"
"https://www.perniaspopupshop.com/designers/natasha-dalal","Natasha Dalal","172500-384100","Women","https://www.natashadalallabel.com/","https://www.instagram.com/natashadalallabel/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/t/ntdl032222_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/t/ntdl032202_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/t/ntdl042208_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/t/ntdl052206_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/t/ntdl032228_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/t/ntdl052204_1.jpg?impolicy=listingimagedesktop","Bridal Lehenga, Embroidered Lehenga, Lehenga"
"https://www.perniaspopupshop.com/designers/nihpri","NihPri","7500-21000","Women","","https://www.instagram.com/nihpri/?hl=en","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/i/NIHP072212_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NIHP072225_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NIHP072222_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NIHP072223_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NIHP072210_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NIHP072230_1.jpg?impolicy=listingimagedesktop","Pant Set, Dresses, Shirt, Mini Dress, Blazers, Co-Ord Set, Midi Dress, Jacket, Jacket Dress, Capes, Jacket Set, Jumpsuits, Maxi Dress"
"https://www.perniaspopupshop.com/designers/neervab-k-by-nirav-khunt","Neervab-k by Nirav Khunt","","Women","https://neervabk.com/","https://www.instagram.com/neervabk/?hl=en","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/e/NEER032223_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/e/NEER032221_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/e/NEER032220_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/e/NEER032219_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/e/NEER032218_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/e/NEER032214_1.jpg?impolicy=listingimagedesktop",""
